,geoid,2010_population,2010_household_income,2010_home_value,2010_nonh_caucasians,2010_nonh_blacks,2010_amerinds_alskns,2010_nonh_asians,2010_nonh_hawaii_pacific,2010_nonh_others,2010_nonh_multi,2010_hisp_latin,2010_construction,2010_retail,2010_information,2010_finance,2010_edu_health_social,2010_arts_recreation_accom,2010_public_admin,2010_armed_forces,2010_bachelors,2010_male<25_bachelors,2010_female<25_bachelors,2018_population,2018_household_income,2018_home_value,2018_nonh_caucasians,2018_nonh_blacks,2018_amerinds_alskns,2018_nonh_asians,2018_nonh_hawaii_pacific,2018_nonh_others,2018_nonh_multi,2018_hisp_latin,2018_construction,2018_retail,2018_information,2018_finance,2018_edu_health_social,2018_arts_recreation_accom,2018_public_admin,2018_armed_forces,2018_bachelors,2018_male<25_bachelors,2018_female<25_bachelors,2018_>25bachelors,2010_>25bachelors,2018_percent_>25bachelors,2010_percent_>25bachelors,change_percent_>25bachelors,percent_change_home_value,percent_change_construction,percent_change_retail,percent_change_information,percent_change_finance,percent_change_eduhealthsocial,percent_change_artsrecaccom,percent_change_publicadmin,percent_change_armedforces,gentrify_elig,test_two,gentrified
2010_nonh_multi,-0.10146989234008044,0.49450454961008045,0.13427363738271775,0.033191531396108316,0.346704107942451,0.0799938989751413,0.09153617395326188,0.1934600160421791,0.026363182764442845,0.13825456102481254,1.0,0.030312959958056402,0.1401539825155982,0.3105305942744983,0.2784838115878079,0.32249119555346023,0.4717771195849113,0.14945582621365933,0.3249445624573533,0.14150044353428662,0.37974146527964414,0.17402498066335176,0.12042701830594921,0.469909082480942,0.12324177997857695,-0.004448813956900899,0.34502293529910133,0.10213415287872568,0.03535950440673075,0.2099702871873376,0.09231496207671068,0.031053669609727226,0.5038617696528579,0.062435743319264325,0.15389445342175065,0.3118257658267059,0.21029021946393622,0.3069926201769765,0.4852078450565643,0.12099735307718194,0.3342458335126853,0.10410013989590283,0.3923542597361705,0.15565956998830807,0.15221975604295046,0.4045426689998877,0.381444195535283,0.06829919339343543,0.051056115528771845,0.025453464210991757,-0.06640138659335276,-0.030679333187763596,-0.06671173349198026,-0.03325494103547216,-0.024907037786743823,-0.05398033410660416,-0.07082425376660759,-0.024023589043123676,0.14665219196903898,-0.11715477120706218,-0.08504428167548198,-0.06354962910805499
2010_hisp_latin,-0.06666350150903491,0.4964349768237361,-0.4022556242246687,-0.4770927990521606,-0.22172610520163588,0.31325562811134156,0.3559880199012459,-0.03871599062348956,0.33805545640312823,0.09395130605586334,0.030312959958056402,1.0,0.6671942487905335,0.4439503004162726,-0.12125980732299253,-0.10539823862074213,0.11001301572572,0.44539612657149125,0.06263630954275227,0.024539363611291855,-0.29122519594640506,-0.14644728347970618,-0.1185011849203852,0.46109297275373073,-0.44778845476417806,-0.46353582514585057,-0.2255132898918921,0.34330778089386166,0.3657227753241999,-0.016789163337815154,0.3457526021887491,0.07146227663177217,0.11315077179028878,0.9304444254727251,0.6789863687288228,0.4392038081687354,-0.12482075375326429,-0.11450385063606469,0.1789821218686931,0.5239728586145349,0.13192652977861163,0.03007888743032471,-0.2426355326852832,-0.09915467628759947,-0.09115280742487573,-0.2495708025177384,-0.286564181208989,-0.6453678306159762,-0.6314097599509646,0.026919645713539535,-0.3265397252582199,-0.03231313376650673,-0.07314388465473438,-0.015440996421346475,0.03307641604334373,0.05712293902055128,-0.054692627733385187,0.045758489822471896,0.04276109393999027,0.3663702632251369,-0.11761360174935083,-0.050944229145455135
2010_construction,-0.09152084173528038,0.5294973562423715,-0.21466962816992374,-0.3325922903106012,0.11365706910271038,0.1629893585636703,0.2568100382767325,-0.021344551191205645,0.1857517573906854,0.08669176058899417,0.1401539825155982,0.6671942487905335,1.0,0.4619826050691509,-0.02148528295532282,0.05256736343477486,0.19006923546336077,0.36206519863930364,0.18967823411143378,0.013096189085593376,-0.07082706773683183,-0.11254044641846858,-0.10880259166160605,0.4976850879041008,-0.291399819019703,-0.35936887962137515,0.0975883575727255,0.2191304156124161,0.2815093311777374,-0.015741349084238975,0.18781867325997292,0.07054969202995826,0.18452367199674177,0.6492545377505488,0.6635701143131394,0.4521800794384353,-0.06458445152130006,0.025250142017010254,0.28091959991245424,0.4484513437341356,0.26204508723001574,0.019546250293465118,-0.035598566766733064,-0.08630610474943877,-0.03814064423394417,-0.012073276340707324,-0.04200737758336494,-0.41607438775063166,-0.4113002204902933,0.0249394088371179,-0.3181717521591809,-0.24414723537375815,-0.10537303582520696,-0.018043574713123654,-0.01572075759041476,0.055001850788325396,-0.04721191940129472,0.03587370559310241,0.11351849273368907,0.21474040799529134,-0.1307582904421604,-0.08539639339674165
2010_retail,0.02201011124490823,0.7157881322288299,-0.10132271562412115,-0.1771317211465121,0.2673765220088499,0.10078882708872546,0.18723728090350206,0.32079218040269447,0.22131287194432697,0.15955811351911856,0.3105305942744983,0.4439503004162726,0.4619826050691509,1.0,0.2375936765211292,0.334643450564136,0.432946353978893,0.4201951920413405,0.3682885711983214,0.09278143168867194,0.29667504134261946,0.1834681325580508,0.0818099114450865,0.6782640676320886,-0.1498692294715567,-0.23145249107443933,0.2403628504838826,0.14987472497568471,0.20089853873077754,0.306548327219634,0.20109012936395493,0.07122770245869171,0.38244868210847505,0.44689709256798543,0.4541862302363577,0.6491567274772292,0.18349064324513467,0.29421091762150997,0.5210213260978348,0.47190440668154027,0.4091422027152446,0.02638942974616706,0.3474157337640286,0.2154658785091127,0.13376842490601615,0.33436284642876046,0.2872119381189215,-0.1773830851442506,-0.19094320868592293,0.03862873034286801,-0.23762811861855196,-0.008299760145432848,-0.3949684258774687,-0.002846496143025813,-0.06375667652077767,0.008470880943389384,-0.06956436215929798,-0.02244183870182105,0.07010124686917839,0.023584574218552156,-0.1201066924046125,-0.07706070685314172
2010_information,0.2238463874085388,0.36655310348998915,0.23777227589380384,0.3199707040770557,0.4662481923559756,-0.10816178750374394,0.040209645442675135,0.1525840056466581,-0.06154429642725606,0.09285634175336313,0.2784838115878079,-0.12125980732299253,-0.02148528295532282,0.2375936765211292,1.0,0.4374170840633053,0.3716972372530956,0.1868906593192103,0.2559331596526057,0.03545262787963679,0.6290173061716287,0.5191954554768892,0.29870191483108205,0.36214484991002643,0.29227445421425124,0.2938730203174742,0.4685824339975233,-0.1288878665632537,-0.05928484261109937,0.18936238774652003,-0.02864112383708326,0.0682630536631427,0.3079968033365014,-0.12488311217876172,-0.02952882145863487,0.24467373997037117,0.5813292175006451,0.48520121533629235,0.34666096127935053,0.13946234161748805,0.23564657416077325,-0.028818914571360946,0.6098422462507663,0.46426052155438613,0.2828219491375637,0.5557199930677705,0.5631277569203464,0.3405788550596497,0.3454876892667706,-0.036241718845024216,0.14993806977580126,0.03337920394349902,-0.0823519231075875,-0.29305641372549324,-0.015926162185582977,-0.10767072839219682,-0.05431561918023603,-0.021692735780575314,-0.09266022011180253,-0.295009379233095,-0.022713753392227306,-0.08708656719822079
2010_finance,0.20537067078344337,0.5123081742957893,0.37485949934583124,0.35612970241420283,0.6106463874486086,-0.17269635297715102,0.006147874761491703,0.22302905745546903,-0.04620858202299611,0.09483928705203559,0.32249119555346023,-0.10539823862074213,0.05256736343477486,0.334643450564136,0.4374170840633053,1.0,0.3854660704243825,0.1626121121869459,0.30499561147113263,0.07814640482404525,0.7405729419431726,0.4343226913030038,0.26777278788129855,0.49437318067428854,0.35641607046905766,0.31916483405893764,0.6080558521101709,-0.14756974237985135,-0.08399468789114138,0.22895755352686853,-0.051742943478845865,0.09694646880186475,0.3476302633049256,-0.09988363935894864,0.04352545217077572,0.33560420391332374,0.4399952072847732,0.7165459989577063,0.40636509083619216,0.1911191140441219,0.30112562385971475,0.04773774845359619,0.7119096199062144,0.3582204273467623,0.2514187763840835,0.7130637962607523,0.716451726972377,0.40277767030596706,0.4047528962623524,-0.03598478311029957,0.10439049761987615,-0.013563974850577943,-0.040056064778484245,-0.026239593283201697,-0.3030579177015178,-0.08060794542900493,-0.00855062299185558,-0.04393747427262583,0.14992973739345558,-0.31624506850547984,0.04190107186553494,-0.08165782387190214
2010_edu_health_social,0.05932056248751048,0.6580123036394397,0.09997596828611106,0.11345187207201168,0.4643553969209348,0.06833170792504238,0.10118982446669479,0.29324571687466533,0.12297171658753744,0.18555602351193332,0.4717771195849113,0.11001301572572,0.19006923546336077,0.432946353978893,0.3716972372530956,0.3854660704243825,1.0,0.2864741114463952,0.4464065344862126,0.0982768599178365,0.5646271275671693,0.31996858561634506,0.26318850407877936,0.5906375042372646,0.07216270658454092,0.034046757000018996,0.4526245084496407,0.06690337566956081,0.051770893089381646,0.24878803435520772,0.12266884133452265,0.1531765164493246,0.4986269056601032,0.11229627508361488,0.21715668090311246,0.42784647923022595,0.33204180233642117,0.33445802911014794,0.7371431925494158,0.3419561117391552,0.46185896701811097,0.02628766798845196,0.5285682432922756,0.29085722036028167,0.29238798684126344,0.5114571714740277,0.5430323701118157,0.11241193604910688,0.12841612650594603,-0.037783580852077524,-0.08710167619492559,0.026755179941694095,-0.11943286470969093,-0.03752652725026101,-0.049431291023985614,-0.414904699724901,-0.062132426552687546,-0.01532102163344869,0.0314552012887363,-0.20677612614537572,-0.10824061009713848,-0.1061819123065111
2010_arts_recreation_accom,0.244070168895941,0.4711149265679757,-0.29637500741189554,-0.0948743539027581,0.05837295080938362,0.08528971647508014,0.18436975844170583,0.21455742972636693,0.1393540238645402,0.11807676360811864,0.14945582621365933,0.44539612657149125,0.36206519863930364,0.4201951920413405,0.1868906593192103,0.1626121121869459,0.2864741114463952,1.0,0.19303910979860311,-0.0014422769542451373,0.16538622699381716,0.3063235825695471,0.20160353029638708,0.42132102436228225,-0.2579044355840347,-0.12900042208975496,0.07500735989545476,0.07345163525067132,0.11773281657118496,0.176089107371625,0.12728430609803393,0.08563407094954155,0.19223512307103247,0.3998387265470838,0.3183281466650042,0.4686446067733151,0.2271389085156909,0.157860961180378,0.32173977053444053,0.6462231714829912,0.24295456315072336,0.005415483265197901,0.24513677506023906,0.3753589080148139,0.1970544513650711,0.15705397632847878,0.09241417648959961,-0.15906692337360553,-0.2215876904409873,0.12504595450136052,-0.0983052691224047,-0.002148431702036552,-0.04703453200988247,-0.02170255465064727,-0.005899211811888909,-0.009856033433171313,-0.3226795001273539,0.05278531055773084,-0.022623530225722378,0.046696175807621414,0.004311134793342485,0.02671543385880526
2010_public_admin,0.04374223798410383,0.48786817472777394,0.08376212701941702,-0.007738441633952612,0.29910235737820445,0.08281529606912123,0.06031067889340387,0.2850059904911963,0.04769320858907866,0.12450530056808919,0.3249445624573533,0.06263630954275227,0.18967823411143378,0.3682885711983214,0.2559331596526057,0.30499561147113263,0.4464065344862126,0.19303910979860311,1.0,0.10760709613271169,0.37149027139543694,0.15105599807280315,0.07574254813575688,0.4512162882593493,0.022085467690219403,-0.09127593836554873,0.29031289897142004,0.10472222188013607,0.0715614247002415,0.24637676853528095,0.03838455714830522,0.10600625364731628,0.41245710268598657,0.06970221897856559,0.22328460488461704,0.40067296598388763,0.14428459706796698,0.2944546190231467,0.4969789197673349,0.23573203949556246,0.4760826432156302,0.0013960404906637432,0.3645889338171713,0.134182525923552,0.1387154493546514,0.3794073927477591,0.3823234824474464,0.06342498661315171,0.06483185954813885,-0.0076336921762815675,-0.17787954303568185,-0.01953861232314414,-0.07072838171645143,-0.0790832962474783,-0.044511843330141694,-0.04137473168918612,-0.0367087937669064,-0.3713513463023562,-0.05164727012339424,-0.15421009894895582,-0.0755106205651428,-0.07366993428436586
2010_armed_forces,-0.10687696176535064,0.13608251771477745,0.001063738821438174,-0.03242080469000499,0.04835660124931656,0.09053970972971472,0.058691011870753484,0.07545170929174441,0.02842677626515342,0.0006171430961038413,0.14150044353428662,0.024539363611291855,0.013096189085593376,0.09278143168867194,0.03545262787963679,0.07814640482404525,0.0982768599178365,-0.0014422769542451373,0.10760709613271169,1.0,0.06138615970408321,0.030390184374590914,-0.004776115829957505,0.1318767811081082,-0.0345681327096327,-0.05773546968784906,0.04257415588134721,0.12256688884930944,0.060645311039709195,0.06290131016087738,0.004086509618701332,0.11394120709673825,0.18020694669872106,0.031143082637762377,0.020322750576573113,0.086138958919138,-0.025942981536120624,0.07672521057011313,0.13333617259370348,0.029828183810000165,0.11781108315259456,0.5942577990292519,0.08995148265913809,0.037595757874546415,0.015088486952942981,0.0940853506485576,0.06356758518226407,0.00020222707221642013,-0.02571493199105047,0.0465092573303831,-0.06581098893932835,-0.014869438977637685,-0.018250395140305003,-0.03797620371029199,-0.02632909799846096,0.011982039154743333,-0.013408905540250385,-0.03440996176478752,0.20799876816696786,-0.015799320536056507,-0.04145549457315613,-0.03126794337456288
2010_bachelors,0.24813008876497433,0.5213106806495317,0.486489237853407,0.5428334616650866,0.7097592694198066,-0.29386326153978587,-0.07481613225602435,0.3535840448720052,-0.10092438823524401,0.11388270887909797,0.37974146527964414,-0.29122519594640506,-0.07082706773683183,0.29667504134261946,0.6290173061716287,0.7405729419431726,0.5646271275671693,0.16538622699381716,0.37149027139543694,0.06138615970408321,1.0,0.5928550441568616,0.3493381638733484,0.4862437983045499,0.4978887809610843,0.47551494571343106,0.6988026613479392,-0.29038281450497927,-0.16802937147301739,0.35015277231132663,-0.08936797388800867,0.1090102622496157,0.3840259390288694,-0.29995061049596533,-0.1286181139029484,0.26327303837336036,0.5930171669081498,0.6826708788338589,0.4807025140819523,0.12866413533205032,0.31928810800366786,-0.014121211537199613,0.8898646646329601,0.4739186421837016,0.36169755040901097,0.8786235344010477,0.9670606320807431,0.6065844135042902,0.6821227657224922,-0.18445683843881502,0.20836326212418738,0.0010784445360454212,-0.13008901057799127,-0.05920260543407436,-0.12439176838409634,-0.2006783681239906,-0.04330412723636466,-0.0757823992318064,-0.012790600334553452,-0.4904792438826967,-0.034240300034515954,-0.11092225200504027
2010_male<25_bachelors,0.2880983605926415,0.20744624507613477,0.02612869464832391,0.2519174372478365,0.20210340341116903,-0.11685059005206558,-0.02648840722188333,0.27546115626478623,-0.03992067906150997,0.05129977417723423,0.17402498066335176,-0.14644728347970618,-0.11254044641846858,0.1834681325580508,0.5191954554768892,0.4343226913030038,0.31996858561634506,0.3063235825695471,0.15105599807280315,0.030390184374590914,0.5928550441568616,1.0,0.47525423271380474,0.23224505603934892,0.11353284842857532,0.2573094843253551,0.2494076276591905,-0.13169514406568653,-0.06738777523214616,0.28078678750943303,-0.04804864298622077,0.05467545456702165,0.15765110953288805,-0.16189968179108544,-0.18083517045144804,0.22402621893954175,0.601327894402894,0.44146954194693167,0.27317939552503306,0.22484590068475147,0.1175528001206812,-0.009414550361915573,0.5927644918122142,0.7350780895841791,0.4546831138024318,0.4351213849386241,0.3814444498161891,0.31991986917530396,0.2759632188144538,0.053143661883825154,0.19592380534453516,0.006784798564902115,-0.028245994941033966,0.0123635550845087,-0.037605604252156526,-0.09450383289572546,-0.03320044545577699,-0.01828920118103633,-0.13768647407621423,-0.2172952364362267,0.1027778299294055,0.02158948349217237
