geoid,year,NAME,B01001_001E,B19013_001E,B25077_001E,B03002_003E,B03002_004E,B02001_004E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,B08528_010E,B08126_003E,B08126_006E,B08126_008E,B08126_009E,B08126_011E,B08126_012E,B08126_014E,B08126_015E,B06009_005E,B15001_017E,B15001_050E,state,county,tract
34003006300,2013,"Census Tract 63, Bergen County, New Jersey",7984.0,53239.0,369800.0,3940.0,40.0,0.0,676.0,0.0,0.0,85.0,3243.0,,267.0,318.0,140.0,423.0,776.0,309.0,109.0,0.0,1386.0,197.0,53.0,34,003,006300
34003007001,2013,"Census Tract 70.01, Bergen County, New Jersey",4001.0,113241.0,567100.0,2465.0,38.0,14.0,1123.0,0.0,0.0,0.0,361.0,,67.0,186.0,144.0,167.0,391.0,121.0,28.0,0.0,949.0,90.0,8.0,34,003,007001
34003007002,2013,"Census Tract 70.02, Bergen County, New Jersey",4448.0,122917.0,807000.0,2714.0,10.0,0.0,1561.0,0.0,0.0,38.0,125.0,,109.0,168.0,61.0,261.0,383.0,112.0,0.0,0.0,1157.0,45.0,34.0,34,003,007002
34003008000,2013,"Census Tract 80, Bergen County, New Jersey",8605.0,99806.0,506600.0,5729.0,20.0,24.0,1853.0,0.0,0.0,59.0,944.0,,77.0,282.0,247.0,299.0,1021.0,228.0,56.0,0.0,2259.0,222.0,10.0,34,003,008000
34003009100,2013,"Census Tract 91, Bergen County, New Jersey",4904.0,138631.0,693700.0,3322.0,12.0,0.0,1255.0,0.0,16.0,71.0,228.0,,66.0,191.0,53.0,409.0,583.0,72.0,76.0,0.0,1133.0,70.0,58.0,34,003,009100
34003009200,2013,"Census Tract 92, Bergen County, New Jersey",3406.0,135781.0,676000.0,2824.0,48.0,8.0,401.0,0.0,9.0,70.0,54.0,,44.0,136.0,153.0,182.0,380.0,61.0,14.0,0.0,967.0,32.0,47.0,34,003,009200
34003010100,2013,"Census Tract 101, Bergen County, New Jersey",6079.0,88580.0,380100.0,4011.0,63.0,0.0,1222.0,0.0,0.0,83.0,700.0,,136.0,413.0,209.0,118.0,949.0,207.0,117.0,0.0,1290.0,112.0,41.0,34,003,010100
34003010200,2013,"Census Tract 102, Bergen County, New Jersey",4226.0,62500.0,357300.0,2449.0,29.0,42.0,853.0,0.0,0.0,47.0,841.0,,199.0,259.0,46.0,209.0,644.0,115.0,44.0,0.0,757.0,239.0,26.0,34,003,010200
34003010300,2013,"Census Tract 103, Bergen County, New Jersey",7295.0,100673.0,378500.0,4925.0,102.0,0.0,872.0,0.0,20.0,29.0,1347.0,,303.0,424.0,129.0,447.0,1177.0,183.0,213.0,0.0,1254.0,189.0,111.0,34,003,010300
34003011100,2013,"Census Tract 111, Bergen County, New Jersey",4165.0,58571.0,354400.0,2125.0,298.0,9.0,336.0,0.0,35.0,142.0,1229.0,,160.0,303.0,50.0,151.0,381.0,152.0,26.0,0.0,519.0,109.0,10.0,34,003,011100
34003011200,2013,"Census Tract 112, Bergen County, New Jersey",4777.0,62125.0,359700.0,3070.0,195.0,0.0,478.0,0.0,0.0,66.0,968.0,,128.0,228.0,25.0,234.0,634.0,94.0,88.0,0.0,525.0,60.0,36.0,34,003,011200
34003011300,2013,"Census Tract 113, Bergen County, New Jersey",4729.0,85174.0,372500.0,3128.0,95.0,0.0,361.0,0.0,0.0,64.0,1081.0,,133.0,309.0,20.0,141.0,526.0,207.0,47.0,0.0,673.0,50.0,26.0,34,003,011300
34003011400,2013,"Census Tract 114, Bergen County, New Jersey",6014.0,57344.0,408800.0,4496.0,277.0,5.0,327.0,0.0,0.0,0.0,914.0,,259.0,235.0,155.0,241.0,258.0,189.0,132.0,0.0,605.0,60.0,30.0,34,003,011400
34003012001,2013,"Census Tract 120.01, Bergen County, New Jersey",5780.0,67583.0,452600.0,2519.0,99.0,0.0,1956.0,0.0,0.0,14.0,1192.0,,126.0,313.0,127.0,333.0,462.0,232.0,89.0,0.0,1203.0,247.0,8.0,34,003,012001
34003012002,2013,"Census Tract 120.02, Bergen County, New Jersey",3311.0,70298.0,358500.0,2273.0,43.0,0.0,417.0,0.0,26.0,110.0,442.0,,148.0,157.0,161.0,199.0,324.0,86.0,72.0,0.0,615.0,195.0,19.0,34,003,012002
34003013001,2013,"Census Tract 130.01, Bergen County, New Jersey",5993.0,108068.0,573100.0,1929.0,388.0,0.0,2844.0,0.0,0.0,122.0,710.0,,83.0,232.0,166.0,443.0,705.0,306.0,53.0,13.0,2169.0,187.0,12.0,34,003,013001
34003013002,2013,"Census Tract 130.02, Bergen County, New Jersey",5713.0,92238.0,538800.0,3021.0,437.0,44.0,1307.0,0.0,0.0,95.0,843.0,,93.0,208.0,98.0,450.0,848.0,73.0,58.0,0.0,1965.0,415.0,59.0,34,003,013002
34003014000,2013,"Census Tract 140, Bergen County, New Jersey",7471.0,102692.0,468800.0,5853.0,190.0,0.0,472.0,0.0,34.0,75.0,847.0,,115.0,243.0,226.0,395.0,991.0,208.0,160.0,0.0,1773.0,177.0,63.0,34,003,014000
34003015100,2013,"Census Tract 151, Bergen County, New Jersey",2426.0,119074.0,1000001.0,1885.0,138.0,0.0,186.0,0.0,27.0,37.0,153.0,,21.0,54.0,6.0,251.0,327.0,27.0,43.0,0.0,464.0,20.0,5.0,34,003,015100
34003015200,2013,"Census Tract 152, Bergen County, New Jersey",6067.0,65050.0,373900.0,1307.0,1891.0,22.0,739.0,0.0,23.0,131.0,1976.0,,63.0,512.0,91.0,186.0,828.0,227.0,69.0,0.0,1282.0,130.0,27.0,34,003,015200
34003015300,2013,"Census Tract 153, Bergen County, New Jersey",6389.0,66950.0,325900.0,175.0,4608.0,25.0,483.0,27.0,45.0,194.0,832.0,,82.0,391.0,170.0,232.0,798.0,220.0,122.0,0.0,674.0,38.0,0.0,34,003,015300
34003015400,2013,"Census Tract 154, Bergen County, New Jersey",6645.0,54091.0,364400.0,1420.0,1801.0,33.0,1239.0,0.0,29.0,63.0,2060.0,,53.0,365.0,179.0,225.0,623.0,258.0,104.0,0.0,1355.0,229.0,32.0,34,003,015400
34003015500,2013,"Census Tract 155, Bergen County, New Jersey",5781.0,119718.0,546000.0,3669.0,506.0,55.0,585.0,0.0,203.0,0.0,763.0,,62.0,272.0,81.0,409.0,1068.0,51.0,118.0,0.0,1508.0,326.0,74.0,34,003,015500
34003016000,2013,"Census Tract 160, Bergen County, New Jersey",5312.0,120333.0,963700.0,2763.0,88.0,47.0,2000.0,0.0,20.0,66.0,328.0,,60.0,115.0,56.0,262.0,376.0,147.0,133.0,0.0,1437.0,77.0,30.0,34,003,016000
34003017100,2013,"Census Tract 171, Bergen County, New Jersey",7103.0,114811.0,457600.0,5605.0,36.0,0.0,848.0,0.0,0.0,48.0,566.0,,102.0,373.0,60.0,439.0,990.0,109.0,126.0,0.0,2027.0,183.0,47.0,34,003,017100
34003017200,2013,"Census Tract 172, Bergen County, New Jersey",5971.0,73649.0,353300.0,4375.0,119.0,24.0,682.0,0.0,23.0,115.0,648.0,,97.0,351.0,79.0,314.0,770.0,63.0,39.0,0.0,1091.0,211.0,30.0,34,003,017200
34003017300,2013,"Census Tract 173, Bergen County, New Jersey",6347.0,104244.0,381600.0,4795.0,194.0,39.0,565.0,0.0,0.0,13.0,741.0,,199.0,514.0,46.0,166.0,770.0,366.0,111.0,0.0,1132.0,98.0,57.0,34,003,017300
34003017400,2013,"Census Tract 174, Bergen County, New Jersey",5165.0,106995.0,433800.0,3761.0,52.0,0.0,830.0,0.0,0.0,100.0,422.0,,113.0,179.0,173.0,342.0,636.0,107.0,75.0,0.0,1183.0,140.0,44.0,34,003,017400
34003017500,2013,"Census Tract 175, Bergen County, New Jersey",8073.0,87778.0,377900.0,5251.0,66.0,0.0,1005.0,0.0,0.0,30.0,1721.0,,208.0,399.0,85.0,296.0,885.0,153.0,170.0,0.0,1480.0,197.0,21.0,34,003,017500
34003018100,2013,"Census Tract 181, Bergen County, New Jersey",6984.0,37739.0,408600.0,2509.0,38.0,0.0,143.0,0.0,0.0,34.0,4260.0,,660.0,372.0,69.0,167.0,639.0,629.0,0.0,0.0,778.0,100.0,14.0,34,003,018100
34003018200,2013,"Census Tract 182, Bergen County, New Jersey",7004.0,59607.0,380000.0,2950.0,72.0,0.0,686.0,0.0,114.0,255.0,2927.0,,223.0,467.0,125.0,240.0,332.0,440.0,130.0,0.0,870.0,277.0,98.0,34,003,018200
34003019102,2013,"Census Tract 191.02, Bergen County, New Jersey",2710.0,59226.0,241500.0,1584.0,53.0,0.0,862.0,0.0,0.0,36.0,175.0,,17.0,169.0,42.0,167.0,328.0,204.0,16.0,9.0,635.0,47.0,0.0,34,003,019102
34003019103,2013,"Census Tract 191.03, Bergen County, New Jersey",3950.0,59135.0,146400.0,1334.0,102.0,25.0,1973.0,0.0,0.0,123.0,393.0,,19.0,246.0,69.0,323.0,419.0,93.0,73.0,0.0,1151.0,120.0,76.0,34,003,019103
34003019104,2013,"Census Tract 191.04, Bergen County, New Jersey",4085.0,80890.0,267400.0,1709.0,59.0,0.0,1520.0,0.0,0.0,135.0,662.0,,73.0,58.0,87.0,181.0,518.0,343.0,96.0,0.0,835.0,23.0,14.0,34,003,019104
34003019202,2013,"Census Tract 192.02, Bergen County, New Jersey",1424.0,60313.0,424000.0,489.0,71.0,0.0,540.0,0.0,8.0,6.0,310.0,,36.0,135.0,0.0,71.0,128.0,116.0,13.0,0.0,370.0,56.0,12.0,34,003,019202
34003019203,2013,"Census Tract 192.03, Bergen County, New Jersey",2969.0,75943.0,174200.0,1878.0,0.0,0.0,808.0,0.0,0.0,10.0,273.0,,27.0,34.0,32.0,200.0,526.0,69.0,76.0,0.0,688.0,35.0,19.0,34,003,019203
34003019204,2013,"Census Tract 192.04, Bergen County, New Jersey",3673.0,45076.0,214500.0,1381.0,64.0,11.0,1409.0,0.0,0.0,96.0,712.0,,142.0,234.0,86.0,111.0,487.0,120.0,45.0,0.0,928.0,116.0,13.0,34,003,019204
34003019303,2013,"Census Tract 193.03, Bergen County, New Jersey",5472.0,74516.0,393600.0,1382.0,17.0,0.0,3211.0,0.0,0.0,288.0,574.0,,32.0,213.0,58.0,265.0,618.0,182.0,83.0,0.0,1598.0,129.0,11.0,34,003,019303
34003019304,2013,"Census Tract 193.04, Bergen County, New Jersey",2655.0,67398.0,537800.0,1431.0,0.0,0.0,732.0,0.0,0.0,0.0,492.0,,58.0,196.0,13.0,77.0,207.0,146.0,72.0,0.0,540.0,36.0,14.0,34,003,019304
34003019305,2013,"Census Tract 193.05, Bergen County, New Jersey",6396.0,95039.0,438600.0,3899.0,178.0,0.0,1879.0,0.0,0.0,13.0,427.0,,136.0,265.0,33.0,192.0,668.0,405.0,96.0,0.0,2040.0,89.0,10.0,34,003,019305
34003019306,2013,"Census Tract 193.06, Bergen County, New Jersey",2283.0,106500.0,583900.0,1054.0,23.0,13.0,898.0,0.0,0.0,0.0,295.0,,0.0,43.0,19.0,172.0,267.0,60.0,66.0,0.0,673.0,15.0,5.0,34,003,019306
34003020100,2013,"Census Tract 201, Bergen County, New Jersey",4075.0,132692.0,733700.0,3158.0,9.0,0.0,336.0,0.0,0.0,158.0,414.0,,120.0,142.0,40.0,330.0,442.0,136.0,0.0,0.0,1132.0,42.0,28.0,34,003,020100
34003020200,2013,"Census Tract 202, Bergen County, New Jersey",6580.0,173450.0,1000001.0,5703.0,33.0,0.0,449.0,0.0,0.0,131.0,264.0,,137.0,213.0,86.0,429.0,667.0,227.0,0.0,0.0,1595.0,70.0,29.0,34,003,020200
34003021100,2013,"Census Tract 211, Bergen County, New Jersey",6626.0,51366.0,332100.0,5007.0,174.0,0.0,124.0,0.0,15.0,0.0,1306.0,,302.0,282.0,23.0,221.0,597.0,287.0,138.0,0.0,631.0,144.0,28.0,34,003,021100
34003021200,2013,"Census Tract 212, Bergen County, New Jersey",5658.0,49496.0,358100.0,3385.0,262.0,0.0,97.0,0.0,0.0,66.0,1848.0,,287.0,287.0,43.0,101.0,448.0,252.0,72.0,0.0,659.0,85.0,9.0,34,003,021200
34003021300,2013,"Census Tract 213, Bergen County, New Jersey",4080.0,52393.0,333800.0,2831.0,154.0,0.0,89.0,0.0,0.0,0.0,1006.0,,159.0,274.0,15.0,143.0,368.0,109.0,22.0,0.0,512.0,65.0,0.0,34,003,021300
34003021400,2013,"Census Tract 214, Bergen County, New Jersey",4516.0,44244.0,362400.0,2638.0,269.0,10.0,97.0,0.0,0.0,53.0,1449.0,,208.0,289.0,18.0,160.0,502.0,142.0,44.0,6.0,530.0,57.0,9.0,34,003,021400
34003021500,2013,"Census Tract 215, Bergen County, New Jersey",5040.0,49535.0,343500.0,2036.0,731.0,0.0,24.0,0.0,0.0,8.0,2241.0,,229.0,238.0,63.0,94.0,563.0,139.0,19.0,0.0,473.0,90.0,11.0,34,003,021500
34003021600,2013,"Census Tract 216, Bergen County, New Jersey",4828.0,42803.0,318100.0,1614.0,344.0,8.0,59.0,0.0,0.0,0.0,2811.0,,159.0,332.0,21.0,50.0,394.0,217.0,49.0,0.0,291.0,79.0,8.0,34,003,021600
34003022100,2013,"Census Tract 221, Bergen County, New Jersey",4165.0,174850.0,609900.0,3277.0,269.0,0.0,314.0,0.0,0.0,63.0,242.0,,32.0,301.0,54.0,308.0,385.0,105.0,88.0,0.0,931.0,75.0,20.0,34,003,022100
34003022200,2013,"Census Tract 222, Bergen County, New Jersey",7534.0,151146.0,609900.0,6252.0,17.0,0.0,666.0,0.0,0.0,142.0,457.0,,68.0,256.0,157.0,854.0,920.0,174.0,61.0,0.0,1773.0,88.0,0.0,34,003,022200
34003023100,2013,"Census Tract 231, Bergen County, New Jersey",2685.0,51500.0,259600.0,396.0,584.0,68.0,220.0,0.0,32.0,62.0,1323.0,,83.0,180.0,44.0,26.0,301.0,245.0,24.0,0.0,358.0,89.0,0.0,34,003,023100
34003023200,2013,"Census Tract 232, Bergen County, New Jersey",6844.0,51051.0,295000.0,2942.0,1251.0,0.0,802.0,0.0,204.0,35.0,1610.0,,138.0,533.0,133.0,374.0,918.0,410.0,112.0,0.0,1062.0,122.0,43.0,34,003,023200
34003023301,2013,"Census Tract 233.01, Bergen County, New Jersey",2938.0,86635.0,383900.0,1050.0,818.0,34.0,118.0,0.0,51.0,32.0,835.0,,22.0,261.0,42.0,91.0,469.0,66.0,38.0,0.0,511.0,17.0,18.0,34,003,023301
34003023302,2013,"Census Tract 233.02, Bergen County, New Jersey",4711.0,66861.0,255800.0,2267.0,933.0,13.0,609.0,0.0,0.0,105.0,797.0,,110.0,260.0,337.0,235.0,581.0,132.0,86.0,0.0,1530.0,185.0,0.0,34,003,023302
34003023401,2013,"Census Tract 234.01, Bergen County, New Jersey",3824.0,73206.0,155900.0,1219.0,641.0,0.0,1264.0,0.0,72.0,6.0,622.0,,34.0,197.0,99.0,238.0,546.0,108.0,48.0,0.0,886.0,185.0,68.0,34,003,023401
34003023402,2013,"Census Tract 234.02, Bergen County, New Jersey",6302.0,45625.0,342600.0,1491.0,1138.0,149.0,946.0,0.0,0.0,12.0,2627.0,,117.0,522.0,146.0,159.0,725.0,225.0,35.0,2.0,645.0,77.0,97.0,34,003,023402
34003023501,2013,"Census Tract 235.01, Bergen County, New Jersey",3548.0,44688.0,251300.0,394.0,2026.0,26.0,162.0,0.0,0.0,104.0,836.0,,25.0,208.0,79.0,101.0,354.0,141.0,72.0,0.0,344.0,24.0,8.0,34,003,023501
34003023502,2013,"Census Tract 235.02, Bergen County, New Jersey",4498.0,50071.0,224000.0,1365.0,731.0,0.0,146.0,0.0,25.0,48.0,2183.0,,134.0,182.0,28.0,291.0,453.0,374.0,45.0,0.0,527.0,16.0,0.0,34,003,023502
34003023601,2013,"Census Tract 236.01, Bergen County, New Jersey",3358.0,50625.0,306100.0,1480.0,634.0,39.0,131.0,0.0,0.0,0.0,1099.0,,135.0,170.0,0.0,194.0,451.0,129.0,70.0,0.0,336.0,99.0,0.0,34,003,023601
34003023602,2013,"Census Tract 236.02, Bergen County, New Jersey",4758.0,39983.0,365300.0,782.0,750.0,7.0,220.0,0.0,7.0,43.0,2949.0,,156.0,169.0,12.0,94.0,388.0,258.0,40.0,18.0,390.0,50.0,39.0,34,003,023602
34003024100,2013,"Census Tract 241, Bergen County, New Jersey",5784.0,114406.0,758700.0,4201.0,229.0,0.0,1136.0,0.0,0.0,55.0,163.0,,126.0,328.0,70.0,312.0,631.0,136.0,20.0,0.0,1209.0,104.0,122.0,34,003,024100
34003024200,2013,"Census Tract 242, Bergen County, New Jersey",4704.0,134057.0,625200.0,3668.0,1.0,0.0,768.0,0.0,0.0,33.0,234.0,,160.0,216.0,105.0,160.0,473.0,118.0,66.0,0.0,1092.0,46.0,51.0,34,003,024200
34003025100,2013,"Census Tract 251, Bergen County, New Jersey",5942.0,79226.0,415100.0,4477.0,178.0,0.0,358.0,0.0,30.0,46.0,853.0,,106.0,228.0,129.0,327.0,727.0,181.0,133.0,0.0,1015.0,109.0,0.0,34,003,025100
34003025200,2013,"Census Tract 252, Bergen County, New Jersey",5954.0,100725.0,434400.0,4639.0,5.0,0.0,511.0,0.0,0.0,0.0,799.0,,181.0,282.0,152.0,203.0,559.0,275.0,82.0,0.0,1240.0,104.0,77.0,34,003,025200
34003026100,2013,"Census Tract 261, Bergen County, New Jersey",4652.0,121625.0,516300.0,3857.0,20.0,0.0,244.0,0.0,22.0,7.0,502.0,,109.0,223.0,127.0,113.0,497.0,140.0,122.0,0.0,989.0,78.0,14.0,34,003,026100
34003026200,2013,"Census Tract 262, Bergen County, New Jersey",5660.0,109153.0,524000.0,4610.0,32.0,28.0,356.0,0.0,0.0,44.0,618.0,,138.0,159.0,129.0,305.0,738.0,95.0,95.0,0.0,1372.0,71.0,19.0,34,003,026200
34003027000,2013,"Census Tract 270, Bergen County, New Jersey",4109.0,165827.0,775000.0,3430.0,11.0,0.0,403.0,0.0,0.0,150.0,115.0,,59.0,190.0,95.0,361.0,399.0,167.0,29.0,0.0,1198.0,167.0,11.0,34,003,027000
34003028001,2013,"Census Tract 280.01, Bergen County, New Jersey",5224.0,71934.0,437000.0,1608.0,132.0,4.0,2303.0,0.0,0.0,121.0,1056.0,,139.0,195.0,105.0,167.0,652.0,187.0,115.0,0.0,1146.0,112.0,17.0,34,003,028001
34003028002,2013,"Census Tract 280.02, Bergen County, New Jersey",3762.0,93167.0,523900.0,1876.0,65.0,17.0,1036.0,0.0,4.0,269.0,512.0,,13.0,262.0,79.0,152.0,299.0,184.0,55.0,0.0,884.0,51.0,75.0,34,003,028002
34003029100,2013,"Census Tract 291, Bergen County, New Jersey",4811.0,55735.0,306200.0,1850.0,242.0,7.0,1694.0,0.0,55.0,45.0,918.0,,123.0,404.0,114.0,186.0,525.0,206.0,46.0,0.0,879.0,58.0,0.0,34,003,029100
34003029200,2013,"Census Tract 292, Bergen County, New Jersey",5912.0,80234.0,377300.0,3081.0,25.0,107.0,1301.0,0.0,0.0,0.0,1505.0,,212.0,321.0,70.0,108.0,682.0,206.0,92.0,0.0,890.0,136.0,0.0,34,003,029200
34003030100,2013,"Census Tract 301, Bergen County, New Jersey",5095.0,49638.0,350200.0,2238.0,644.0,0.0,358.0,0.0,0.0,23.0,1832.0,,177.0,268.0,163.0,283.0,809.0,143.0,30.0,0.0,597.0,21.0,28.0,34,003,030100
34003030200,2013,"Census Tract 302, Bergen County, New Jersey",7775.0,49830.0,381700.0,3814.0,610.0,13.0,387.0,0.0,0.0,143.0,2808.0,,244.0,421.0,168.0,288.0,1093.0,256.0,76.0,0.0,885.0,145.0,66.0,34,003,030200
34003030300,2013,"Census Tract 303, Bergen County, New Jersey",4145.0,47578.0,350300.0,1794.0,142.0,0.0,148.0,0.0,8.0,7.0,2046.0,,181.0,209.0,67.0,168.0,420.0,111.0,40.0,0.0,414.0,26.0,6.0,34,003,030300
34003030400,2013,"Census Tract 304, Bergen County, New Jersey",7263.0,58750.0,337100.0,3221.0,460.0,111.0,803.0,0.0,0.0,153.0,2626.0,,277.0,530.0,58.0,332.0,698.0,264.0,59.0,0.0,1028.0,186.0,42.0,34,003,030400
34003031100,2013,"Census Tract 311, Bergen County, New Jersey",4914.0,77614.0,401200.0,2883.0,63.0,0.0,533.0,0.0,0.0,90.0,1345.0,,125.0,270.0,76.0,194.0,420.0,283.0,96.0,0.0,932.0,122.0,34.0,34,003,031100
34003031200,2013,"Census Tract 312, Bergen County, New Jersey",4702.0,67109.0,350500.0,3540.0,43.0,8.0,299.0,0.0,0.0,0.0,812.0,,86.0,165.0,80.0,103.0,600.0,124.0,150.0,0.0,659.0,116.0,24.0,34,003,031200
34003031300,2013,"Census Tract 313, Bergen County, New Jersey",5549.0,72216.0,402400.0,4312.0,93.0,0.0,347.0,0.0,0.0,0.0,797.0,,182.0,273.0,94.0,242.0,566.0,50.0,175.0,0.0,776.0,80.0,92.0,34,003,031300
34003031400,2013,"Census Tract 314, Bergen County, New Jersey",5676.0,70616.0,368300.0,4358.0,19.0,0.0,208.0,0.0,0.0,215.0,876.0,,117.0,271.0,60.0,104.0,587.0,154.0,65.0,0.0,654.0,110.0,15.0,34,003,031400
34003032102,2013,"Census Tract 321.02, Bergen County, New Jersey",6047.0,122941.0,748300.0,5102.0,241.0,0.0,415.0,0.0,0.0,184.0,105.0,,196.0,276.0,56.0,337.0,617.0,147.0,30.0,0.0,1422.0,16.0,13.0,34,003,032102
34003032103,2013,"Census Tract 321.03, Bergen County, New Jersey",4826.0,91722.0,360500.0,4143.0,64.0,0.0,429.0,0.0,0.0,73.0,117.0,,37.0,538.0,164.0,285.0,628.0,79.0,38.0,0.0,1284.0,202.0,26.0,34,003,032103
34003032104,2013,"Census Tract 321.04, Bergen County, New Jersey",4887.0,80625.0,373700.0,3484.0,355.0,65.0,118.0,17.0,1.0,276.0,582.0,,92.0,549.0,56.0,90.0,870.0,220.0,16.0,0.0,389.0,12.0,73.0,34,003,032104
34003032201,2013,"Census Tract 322.01, Bergen County, New Jersey",5414.0,106039.0,582900.0,3960.0,160.0,0.0,942.0,0.0,0.0,49.0,303.0,,68.0,267.0,40.0,388.0,589.0,252.0,46.0,0.0,1200.0,19.0,14.0,34,003,032201
34003032202,2013,"Census Tract 322.02, Bergen County, New Jersey",4868.0,91840.0,381300.0,3980.0,24.0,21.0,473.0,0.0,0.0,100.0,270.0,,55.0,219.0,76.0,150.0,553.0,157.0,121.0,11.0,1061.0,114.0,28.0,34,003,032202
34003033100,2013,"Census Tract 331, Bergen County, New Jersey",3606.0,98700.0,388100.0,2548.0,67.0,0.0,374.0,0.0,0.0,18.0,599.0,,95.0,272.0,35.0,154.0,609.0,44.0,103.0,0.0,663.0,92.0,33.0,34,003,033100
34003033200,2013,"Census Tract 332, Bergen County, New Jersey",2510.0,90588.0,397200.0,1830.0,31.0,0.0,147.0,0.0,9.0,29.0,464.0,,119.0,177.0,65.0,193.0,225.0,93.0,49.0,0.0,485.0,107.0,61.0,34,003,033200
34003033300,2013,"Census Tract 333, Bergen County, New Jersey",3493.0,59929.0,411800.0,1979.0,274.0,0.0,532.0,0.0,0.0,73.0,635.0,,70.0,299.0,58.0,75.0,363.0,87.0,73.0,0.0,631.0,92.0,17.0,34,003,033300
